n,p,v,corpus
アテンション,に,基づく,jnlp
時,に,参照する,jnlp
状態,を,参照する,jnlp
単語,を,絞り込む,jnlp
文,を,生成する,jnlp
感動,を,表現する,jnlp
言葉,が,含まれる,jnlp
調査,に,参加する,jnlp
回答,に,含まれる,jnlp
回答,に,含まれる,jnlp
大学生,で,見られる,jnlp
感情,で,表現される,jnlp
雨,が,止む,jnlp
全て,で,下がる,jnlp
率,が,下がる,jnlp
espresso,と,比べる,jnlp
率,が,下がる,jnlp
カテゴリー,を,含む,jnlp
グループ,で,取得する,jnlp
6,に,記す,jnlp
曲線,を,引く,jnlp
相関,を,示す,jnlp
上昇率,が,下がる,jnlp
こと,が,分かる,jnlp
共通性,を,表す,jnlp
パターン,を,取得出来る,jnlp
インスタンス,を,用いる,jnlp
性,を,持つ,jnlp
パターン,を,見つけられない,jnlp
こと,を,示唆する,jnlp
性,を,持つ,jnlp
パターン,を,獲得できない,jnlp
カテゴリー,を,する,jnlp
グループ,と,する,jnlp
人称,を,推定する,jnlp
教師データ,を,利用する,jnlp
lof,で,利用する,jnlp
教師データ,を,加える,jnlp
テストデータ,に,加える,jnlp
外れ値,が,検出される,jnlp
可能性,が,ある,jnlp
テストデータ,に,加える,jnlp
データセット,を,作る,jnlp
lof,を,適用する,jnlp
kdist,で,使われる,jnlp
x,が,検出される,jnlp
こと,が,分かる,jnlp
ベース,を,用いる,jnlp
数,を,打ち切る,jnlp
順,に,打ち切る,jnlp
個,で,打ち切る,jnlp
雑音,を,除去出来る,jnlp
ベース,を,用いる,jnlp
数,を,打ち切る,jnlp
個,に,打ち切る,jnlp
減少,が,勝る,jnlp
結果,と,なる,jnlp
物,と,考えられる,jnlp
概念,を,利用する,jnlp
同士,が,一致する,jnlp
度,を,利用出来る,jnlp
こと,が,確認出来る,jnlp
発話,を,接合する,jnlp
処理単位,に,接合する,jnlp
必要,が,ある,jnlp
例,を,示す,jnlp
揺れ,が,許容される,jnlp
位置,に,ある,jnlp
ポーズ,が,ある,jnlp
音声,に,慣れる,jnlp
判定,を,行う,jnlp
情報,を,修正する,jnlp
音声,を,聞く,jnlp
箇所,を,行う,jnlp
評価,を,行う,jnlp
検討,を,行う,jnlp
オントロジー,を,取り扱う,jnlp
方,が,行い易い,jnlp
検証,を,行い易い,jnlp
生成,を,する,jnlp
目的,と,する,jnlp
検討,を,進める,jnlp
こと,と,する,jnlp
為,に,設計される,jnlp
問題,を,呼ぶ,jnlp
モデル,と,呼ぶ,jnlp
提案,を,切り離す,jnlp
手法,を,合わせる,jnlp
物,を,呼ぶ,jnlp
手法,と,呼ぶ,jnlp
獲得,に,成功する,jnlp
等,を,クラスタリングする,jnlp
数,を,示す,jnlp
文字,が,含まれる,jnlp
文字,が,取り扱われる,jnlp
senseval,が,開催される,jnlp
対象,と,する,jnlp
タスク,が,追加される,jnlp
タスク,に,参加する,jnlp
我々,が,提案する,jnlp
論文,で,提案する,jnlp
単語,を,使う,jnlp
面倒,を,見る,jnlp
祖父,が,亡くなる,jnlp
6,に,示す,jnlp
手,で,表現する,jnlp
等,を,寄り添わせる,jnlp
位置,で,表現する,jnlp
夫婦,を,表現する,jnlp
眉,を,上げる,jnlp
手,を,振る,jnlp
こと,が,示される,jnlp
手,で,表現する祖父,jnlp
手,で,表現する,jnlp
単語,を,表現する,jnlp
指定,が,できない,jnlp
スコープ,を,表す,jnlp
合成,を,表す,jnlp
ブロック,が,オーバーラップする,jnlp
対応,が,なる,jnlp
問題,が,ある,jnlp
方法,を,検討する,jnlp
必要,が,ある,jnlp
1,を,設定する,jnlp
計算機,に,認識させたい,jnlp
此れ,が,達成される,jnlp
問題,を,解決する,jnlp
2,を,設定する,jnlp
言い替え,に,利用したい,jnlp
此れ,が,達成される,jnlp
問題,を,解決する,jnlp
3,を,設定する,jnlp
情報,を,提供する,jnlp
こと,を,想定する,jnlp
こと,を,想定する,jnlp
見出し,に,つける,jnlp
同時,に,行う,jnlp
こと,を,確認する,jnlp
ムード,を,再考する,jnlp
ムード,を,割り当てる,jnlp
パラメーター,を,見る,jnlp
こと,が,分かる,jnlp
発話,が,混合する,jnlp
間,で,ある,jnlp
発話,に,共通する,jnlp
こと,が,分かる,jnlp
パラメーター,を,見る,jnlp
グループ,で,選択される,jnlp
パラメーター,が,選択される,jnlp
こと,が,分かる,jnlp
データ,に,依存する,jnlp
特徴,を,捉える,jnlp
発話,が,分岐する,jnlp
パラメーター,で,分岐する,jnlp
其々,が,推定される,jnlp
こと,が,分かる,jnlp
データ,に,存在する,jnlp
こと,を,示唆する,jnlp
対話,で,なる,jnlp
対話,で,繰り返す,jnlp
内容,を,繰り返す,jnlp
念,を,押す,jnlp
コンピューター,に,理解させる,jnlp
時間,を,理解させる,jnlp
方法,が,研究される,jnlp
提案,が,なされる,jnlp
表現,を,意味解釈する,jnlp
解釈,を,分類する,jnlp
概念,に,分類する,jnlp
表現,に,対応する,jnlp
表現,が,定義される,jnlp
列,から,なる,jnlp
表現,を,変換する,jnlp
表現,に,変換する,jnlp
アルゴリズム,が,提案される,jnlp
形式,に,着目する,jnlp
表現,を,変換する,jnlp
定義,に,沿う,jnlp
7,から,得られる,jnlp
6,に,示す,jnlp
中,で,示す,jnlp
差,が,なる,jnlp
以上,と,なる,jnlp
割合,を,示す,jnlp
8,に,示す,jnlp
差,が,なる,jnlp
以上,に,なる,jnlp
こと,が,分かる,jnlp
上,で,述べる,jnlp
パラメーター,を,推定する,jnlp
観点,から,推定する,jnlp
こと,を,検討する,jnlp
パラメーター,を,推定する,jnlp
組,から,推定する,jnlp
システム,が,抽出する,jnlp
文字列,を,分類する,jnlp
文字列,が,抽出される,jnlp
等,が,抽出される,jnlp
文字列,に,付着する,jnlp
文字,が,付着する,jnlp
形,で,抽出される,jnlp
文字列,が,分割される,jnlp
途中,で,分割される,jnlp
文字列,が,推測出来る,jnlp
意味,を,なさない,jnlp
物,を,指す,jnlp
部分,を,示す,jnlp
内,に,示す,jnlp
部分,が,持つ,jnlp
対象,を,持つ,jnlp
文頭,に,話す,jnlp
連鎖,で,話す,jnlp
連鎖,で,見る,jnlp
法,を,用いる,jnlp
閾値,を,越える,jnlp
和,と,する,jnlp
節,に,記す,jnlp
比較,を,行う,jnlp
漢字,が,一致する,jnlp
以外,が,一致する,jnlp
点,と,する,jnlp
スコア,を,用いる,jnlp
アラインメント,に,基づく,jnlp
重み,を,用いる,jnlp
重み,を,用いる,jnlp
個,と,なる,jnlp
8,から,分かる,jnlp
文節,が,ある,jnlp
文頭,に,ある,jnlp
原因,を,調べる,jnlp
表現,が,ある,jnlp
文頭,に,ある,jnlp
表現,を,持つ,jnlp
文節,が,ある,jnlp
両者,に,ある,jnlp
未対応,と,なる,jnlp
例,が,ある,jnlp
未対応,に,なる,jnlp
距離,で,持つ,jnlp
関係,を,持つ,jnlp
生成,を,実現する,jnlp
必要,が,ある,jnlp
こと,を,示す,jnlp
席,で,誘われる,jnlp
検索エンジン,を,用いる,jnlp
度,を,取得する,jnlp
コーパス,を,解析する,jnlp
手法,と,比べる,jnlp
情報,が,得られない,jnlp
語,を,同定する,jnlp
精度,を,得られる,jnlp
クラスタリング,で,成功する,jnlp
同定,に,成功する,jnlp
点,で,考えられる,jnlp
全て,を,使う,jnlp
間,で,起こる,jnlp
競合,が,起こる,jnlp
こと,が,予想される,jnlp
中,で,求める,jnlp
組み合わせ,を,求める,jnlp
こと,が,なる,jnlp
必要,と,なる,jnlp
組み合わせ,を,求める,jnlp
アルゴリズム,を,研究する,jnlp
結果,を,読む,jnlp
人間,が,読む,jnlp
必要,が,ある,jnlp
2,に,示す,jnlp
3,に,示す,jnlp
率,を,示す,jnlp
結果,を,示す,jnlp
結果,を,示す,jnlp
素性,に,加える,jnlp
領域,から,得る,jnlp
素性,を,加える,jnlp
素性,を,用いる,jnlp
結果,を,示す,jnlp
識別,で,置き換える,jnlp
結果,を,置き換える,jnlp
結果,に,置き換える,jnlp
結果,を,示す,jnlp
検定,を,行う,jnlp
値,と,考える,jnlp
こと,を,意味する,jnlp
問題,が,生じる,jnlp
生成,を,する,jnlp
目的,と,する,jnlp
等,を,想定する,jnlp
内容,を,する,jnlp
字幕,に,する,jnlp
必要,が,ある冗長,jnlp
番組,で,使用される,jnlp
文字数,が,制限される,jnlp
原稿,を,要約する,jnlp
全文,を,用いる,jnlp
字幕,より,読み易い,jnlp
こと,が,求められる自然,jnlp
必要,が,あり忠実,jnlp
内容,と,同調する,jnlp
解析,を,行う,jnlp
付け,を,する,jnlp
文,を,選択する,jnlp
評価,を,する,jnlp
実験,に,使う,jnlp
情報,を,適用する,jnlp
結果,を,分類する,jnlp
つ,に,分類する,jnlp
表現,を,含む,jnlp
表現,を,含まない,jnlp
3,に,示す,jnlp
結果,を,示す,jnlp
表現,を,変える,jnlp
必要,が,ある,jnlp
表現,を,変える,jnlp
誤り,を,含む,jnlp
テキスト,から,取り除く,jnlp
誤り,を,取り除く,jnlp
実験,を,行う,jnlp
解析,を,行う,jnlp
経路,が,なる,jnlp
計算,に,掛かる,jnlp
時間,が,掛かる,jnlp
処理,で,行う,jnlp
訂正,を,行う,jnlp
方法,が,適する,jnlp
コーパス,から,推定する,jnlp
関係,を,推定する,jnlp
問題,を,考える,jnlp
コーパス,から,推定する,jnlp
関係,を,推定する,jnlp
こと,が,研究される,jnlp
コーパス,を,構成する,jnlp
共起,に,基づく,jnlp
こと,を,想定する,jnlp
場合,が,ある,jnlp
関係,を,推定する,jnlp
類似度,を,利用する,jnlp
こと,を,提案する,jnlp
為,に,開発される,jnlp
テンプレート,と,する,jnlp
文字,が,持つ,jnlp
パターン,に,オーバーラップする,jnlp
パターン,を,認識する,jnlp
こと,が,知られる,jnlp
処理,に,利用される,jnlp
関係,を,推定する,jnlp
能力,を,評価する,jnlp
事象,と,する,jnlp
比較,を,行う,jnlp
コーパス,を,用いる,jnlp
実際,に,ある,jnlp
間,に,ある,jnlp
関係,から,合成する,jnlp
関係,から,合成する,jnlp
関係,を,導く,jnlp
コーパス,から,得る,jnlp
類似度,が,優れる,jnlp
こと,を,示す,jnlp
物,が,ある,jnlp
文,を,統語解析する,jnlp
CFG,を,用いる,jnlp
解析,に,失敗する,jnlp
解析,に,失敗する,jnlp
解析,を,成功させる,jnlp
仮説,が,成功させる,jnlp
解析,を,成功させる,jnlp
尤度,を,持つ,jnlp
仮説,を,加える,jnlp
文法,に,加える,jnlp
規則,を,獲得する,jnlp
こと,を,する,jnlp
目的,と,する,jnlp
最初,から,用意する,jnlp
CFG,を,用意する,jnlp
現象,を,取り扱う,jnlp
規則,を,獲得する,jnlp
こと,を,する,jnlp
目的,と,する,jnlp
文,を,する,jnlp
対象,と,する,jnlp
構造,に,基づく,jnlp
研究,が,ある,jnlp
構造,を,捉える,jnlp
要素,を,特定する,jnlp
此れ,を,用いる,jnlp
言語モデル,を,記述する,jnlp
此れ,に,基づく,jnlp
解析,を,行う,jnlp
構造,を,出力する,jnlp
研究,を,受ける,jnlp
経験則,に,基づく,jnlp
制約,を,用いる,jnlp
構造,を,除去する,jnlp
次,に,行う,jnlp
評価,を,行う,jnlp
範囲,を,推定する,jnlp
方法,を,用いる,jnlp
指,を,用いる,jnlp
性,を,判断する,jnlp
規定,を,設ける,jnlp
必要,が,ある,jnlp
要約,が,ある,jnlp
こと,で,読む,jnlp
本文,を,読む,jnlp
性,を,判断する,jnlp
目的,を,考える,jnlp
要約,を,エントリーする,jnlp
システム,に,比べる,jnlp
評価,を,示す,jnlp
精度,で,なる,jnlp
結果,と,なる,jnlp
解析,に,比べる,jnlp
とも,に,確認出来る,jnlp
向上,が,確認出来る,jnlp
ルール,を,用いる,jnlp
場合,と,比較する,jnlp
向上,を,確認する,jnlp
法,で,行う,jnlp
検定,を,行う,jnlp
ベース,に,比べる,jnlp
差,が,確認出来る,jnlp
システム,が,作用する,jnlp
u,が,求める,jnlp
W,に,持つ,jnlp
r,を,求める,jnlp
r,が,求められる,jnlp
u,が,閲覧する,jnlp
W,を,閲覧する,jnlp
月,に,利用する,jnlp
サービス,を,利用する,jnlp
率,を,比較する,jnlp
関係,を,求める,jnlp
以上,に,分ける,jnlp
率,を,求める,jnlp
書き替え,を,支援する,jnlp
システム,に,なる,jnlp
作業,を,担当する,jnlp
記者,が,担当する,jnlp
共同,で,担当する,jnlp
作業,を,支援する,jnlp
作業,が,出来る,jnlp
専門性,が,異なる,jnlp
点,に,配慮する,jnlp
作業,が,行う,jnlp
仕組み,を,提供する,jnlp
中心,に,扱う,jnlp
本稿,で,述べる,jnlp
分野,で,役立つ,jnlp
物,と,期待される,jnlp
論文,で,提案する,jnlp
実験,に,用いる,jnlp
データ,を,公開する,jnlp
宛て,に,問い合わせられたい,jnlp
メール,で,問い合わせられたい,jnlp
特徴,が,なる,jnlp
判断,に,頼る,jnlp
必要,が,ある,jnlp
間,で,共通する,jnlp
出発点,に,議論する,jnlp
チョムスキー,が,提示する,jnlp
structures,で,提示する,jnlp
アプローチ,を,採用する,jnlp
2,で,示す,jnlp
理解,を,表す,jnlp
こと,が,期待される,jnlp
普遍性,が,成立する,jnlp
こと,で,保障される,jnlp
妥当性,が,保障される,jnlp
尺度,を,提案する,jnlp
性能,を,評価する,jnlp
揺れ,に,対応出来る,jnlp
距離,が,知られる,jnlp
実際,に,変換する,jnlp
尺度,を,変換する,jnlp
尺度,に,変換する,jnlp
性能,が,でない,jnlp
情報検索,に,適する,jnlp
重み,を,計算する,jnlp
其れ,を,用いる,jnlp
評価,を,行う,jnlp
性能,が,向上する,jnlp
こと,を,示す,jnlp
尺度,を,組み込む,jnlp
システム,を,構築する,jnlp
システム,に,用いられる,jnlp
性能,を,実現出来る,jnlp
こと,を,示す,jnlp
精度,が,得られる,jnlp
計算量,が,なる,jnlp
必要,と,なる,jnlp
クラスタリング,を,行う,jnlp
ページ,を,用いる,jnlp
とも,に,用いる,jnlp
全体,を,用いる,jnlp
余り,で,処理出来る,jnlp
こと,が,観察される,jnlp
7,から,観察される,jnlp
性,を,実現出来る,jnlp
精度,が,向上する,jnlp
こと,が,期待される,jnlp
同時,に,利用する,jnlp
過程,で,得られる,jnlp
情報,を,利用する,jnlp
節,で,説明する,jnlp
インスタンス,を,収集する,jnlp
需要,が,高まる,jnlp
カテゴリー,を,する,jnlp
対象,と,する,jnlp
カテゴリー,を,する,jnlp
対象,と,する,jnlp
人手,で,選択する,jnlp
カテゴリー,を,選択する,jnlp
表,に,示す,jnlp
同時,に,行う,jnlp
拡張,を,行う,jnlp
カテゴリー,を,纏める,jnlp
グループ,が,纏める,jnlp
物,で,纏める,jnlp
カテゴリー,を,持つ,jnlp
集合,と,なる,jnlp
参考,に,作成する,jnlp
人手,で,作成する,jnlp
グループ,に,属する,jnlp
物,と,する,jnlp
カテゴリー,を,含む,jnlp
項,を,呼ぶ,jnlp
コスト,と,呼ぶ,jnlp
項,を,呼ぶ,jnlp
コスト,と,呼ぶ,jnlp
バランス,が,とれる,jnlp
所,と,なる,jnlp
分割,を,する,jnlp
コスト,が,反映され難い,jnlp
分割,が,得られない,jnlp
対象,と,なる,jnlp
分割,を,する,jnlp
前,と,比べる,jnlp
値,と,なる,jnlp
バランス,が,取れる,jnlp
分割,が,得られ易い,jnlp
以上,を,纏める,jnlp
関係,を,出力する,jnlp
文書,を,する,jnlp
入力,と,する,jnlp
累計,を,割る,jnlp
数,で,割る,jnlp
物,を,求める,jnlp
スコア,で,求める,jnlp
類似度,を,求める,jnlp
結果,を,提示する,jnlp
結果,を,示す,jnlp
13,に,示す,jnlp
精度,を,向上させる,jnlp
類似性,を,判定する,jnlp
名,が,似る,jnlp
属性,が,なる,jnlp
素性,を,設計する,jnlp
素性,を,設計する,jnlp
素性,を,示す,jnlp
属性,が,確定する,jnlp
カテゴリー,に,着目する,jnlp
9,を,する,jnlp
例,に,する,jnlp
距離,から,到達する,jnlp
論文,で,提案する,jnlp
尺度,に,到達する,jnlp
過程,を,示す,jnlp
過程,で,定義される,jnlp
とも,に,示す,jnlp
論文,で,用いる,jnlp
重み,を,明示する,jnlp
論文,で,行う,jnlp
概要,を,示す,jnlp
節,で,定義する,jnlp
性能,が,向上する,jnlp
実際,に,定義する,jnlp
順,に,向上する,jnlp
性質,が,損なわれる,jnlp
結果,を,踏まえる,jnlp
論文,で,提案する,jnlp
性能,を,測る,jnlp
対象,と,する,jnlp
比較,を,行う,jnlp
節,で,述べる,jnlp
結果,から,述べる,jnlp
考察,を,述べる,jnlp
最後,に,纏める,jnlp
訓練データ,と,する,jnlp
記事,を,する,jnlp
テストデータ,と,する,jnlp
カーネル,を,使用する,jnlp
上,で,行う,jnlp
ルール,に,基づく,jnlp
領域,を,特化する,jnlp
記述,が,なる,jnlp
解析,が,なる,jnlp
維持,に,掛かる,jnlp
コスト,が,掛かる,jnlp
一般,に,劣る,jnlp
移植性,に,劣る,jnlp
大規模,で,開く,jnlp
対,を,用いる,jnlp
処理,を,行う,jnlp
物,が,存在する,jnlp
閾値,を,変化させる,jnlp
刻み,で,変化させる,jnlp
処理,を,行う,jnlp
結果,が,得られる,jnlp
此処,で,揃える,jnlp
頻度,を,揃える,jnlp
こと,が,学習する,jnlp
最大,に,する,jnlp
脚注,に,よる,jnlp
事例,で,取る,jnlp
和,を,取る,jnlp
影響,が,出る,jnlp
理論,を,つめる,jnlp
研究者,に,ゆだねたい,jnlp
此方,に,来る,jnlp
研究,を,概観する,jnlp
定数,に,なる,jnlp
定数,と,なる,jnlp
定数,が,表す,jnlp
特徴量,を,表す,jnlp
ソース,を,用いる,jnlp
此処,で,報告する,jnlp
文書,を,用いる,jnlp
テキスト,を,用いる,jnlp
両方,を,報告する,jnlp
文書,を,用いる,jnlp
実験,を,行う,jnlp
ソース,を,分割する,jnlp
記号,で,分割する,jnlp
要素,を,する,jnlp
単語,と,する,jnlp
要素,から,除く,jnlp
つ,を,除く,jnlp
物,を,する,jnlp
単語,と,する,jnlp
頻度,から,推定する,jnlp
確率,を,推定する,jnlp
差異,が,なる,jnlp
変化,と,なる,jnlp
可能性,が,ある,jnlp
化,を,考慮する,jnlp
利用目的,に,応じる,jnlp
代わり,と,なる,jnlp
全文,を,参照する,jnlp
全文,を,参照する,jnlp
段階,で,利用する,jnlp
システム,が,普及する,jnlp
要約,を,利用する,jnlp
テキスト,が,適合する,jnlp
全文,を,見る,jnlp
法,を,想定する,jnlp
必要,が,ある,jnlp
全体,に,及ぼす,jnlp
%,に,達する,jnlp
つ,に,共通する,jnlp
職務,が,限定される,jnlp
職業,を,含む,jnlp
こと,が,挙げられる,jnlp
コーパス,に,出現する,jnlp
値,と,なる,jnlp
対,を,抽出する,jnlp
リスト,を,作成する,jnlp
方向,に,持つ,jnlp
訳語,を,持つ,jnlp
両方向,に,持つ,jnlp
訳語,を,持つ,jnlp
関係,に,ある,jnlp
物,が,ある,jnlp
中,に,持つ,jnlp
訳語,を,持つ,jnlp
候補,を,持つ,jnlp
一意,に,対応付けられる,jnlp
語,を,掬い上げる,jnlp
こと,が,なる,jnlp
情報量,から,検出する,jnlp
類似度,を,検出する,jnlp
法,を,採用する,jnlp
我々,が,開発する,jnlp
文法,に,基づく,jnlp
形態素,を,解析する,jnlp
辞書,に,登録する,jnlp
情報,を,登録する,jnlp
形,で,登録する,jnlp
組,で,表される,jnlp
辞書,に,置き換える,jnlp
結果,と,なる,jnlp
変更,を,加えず,jnlp
文字列,が,一致する,jnlp
類似度,で,選択される,jnlp
類似度,を,拡張する,jnlp
類似度,に,拡張する,jnlp
性質,を,保持する,jnlp
こと,を,表す,jnlp
12.37,を,得る,jnlp
文書,を,位置付ける,jnlp
位,に,位置付ける,jnlp
位,に,位置付ける,jnlp
精度,を,見る,jnlp
性質,を,持つ,jnlp
重み,を,考慮する,jnlp
性能,が,向上する,jnlp
こと,を,示す,jnlp
対象,と,なる,jnlp
文章,を,固定する,jnlp
Webページ,に,固定する,jnlp
変換,を,実現する,jnlp
文,を,参照する,jnlp
目,で,参照する,jnlp
目的,と,する,jnlp
解析,を,行う,jnlp
変換,で,行う,jnlp
補足,を,行う,jnlp
外来語,を,変換する,jnlp
日本語,へ,変換する,jnlp
パターン,が,作成される,jnlp
精度,を,期待出来る,jnlp
其れ,に,伴う,jnlp
対象,を,固定する,jnlp
汎用性,に,欠ける,jnlp
文,を,選択する,jnlp
資源,から,選択する,jnlp
点,で,ある,jnlp
優位性,が,ある,jnlp
性質,に,起因する,jnlp
情報,が,なる,jnlp
必要,と,なる,jnlp
情報,が,なる,jnlp
必要,と,なる,jnlp
要素,が,存在する,jnlp
関係,に,相当する,jnlp
働き,を,呼ぶ,jnlp
格,と,呼ぶ,jnlp
自体,を,する,jnlp
クラス,と,する,jnlp
大学院生,から,提供される,jnlp
後半,を,する,jnlp
データセット,と,する,jnlp
大学院生,が,作成する,jnlp
人手,で,作成する,jnlp
プラン,を,認識する,jnlp
段階,で,得られる,jnlp
行為,を,渡す,jnlp
空間,に,渡す,jnlp
認識,を,行う,jnlp
法,を,適用する,jnlp
全て,を,含む,jnlp
サブグラフ,を,求める,jnlp
プラン,を,表す,jnlp
プラン,を,呼ぶ,jnlp
イベント,と,呼ぶ,jnlp
ユーザー,が,持たない,jnlp
プラン,を,持たない,jnlp
前提,に,立つ,jnlp
プラン,に,対応する,jnlp
要素,を,選ぶ,jnlp
用法,が,ある,jnlp
検索,で,書く,jnlp
記事,を,検索する,jnlp
係り受け,で,検索する,jnlp
物,を,統一する,jnlp
用法,に,統一する,jnlp
NTC,と,比べる,jnlp
率,が,落ちる,jnlp
傾向,が,見られる,jnlp
データ,を,用いる,jnlp
学習,が,される,jnlp
精度,と,なる,jnlp
精度,と,なる,jnlp
文,から,獲得される,jnlp
情報,を,使用する,jnlp
パターン,で,下がる,jnlp
精度,が,下がる,jnlp
ドメイン,で,異なる,jnlp
性質,が,異なる,jnlp
こと,に,起因する,jnlp
割合,に,見られる,jnlp
差,が,見られる,jnlp
内訳,を,見る,jnlp
こと,が,分かる表tabリザルト,jnlp
理由,を,調べる,jnlp
言い回し,が,頻出する,jnlp
コーパス,を,使う,jnlp
必要,が,ある,jnlp
データ,から,獲得する,jnlp
言語モデル,を,獲得する,jnlp
翻訳,を,行う,jnlp
翻訳,が,注目される,jnlp
翻訳,を,表現する,jnlp
等,が,起こる,jnlp
確率,を,与える,jnlp
語,に,基づく,jnlp
句,に,基づく,jnlp
モデル,が,ある,jnlp
語,に,基づく,jnlp
語,に,基づく,jnlp
対応表,を,作成する,jnlp
モデル,に,対応させる ,jnlp
文,を,生成する,jnlp
出現,を,仮定する,jnlp
必要,が,ある,jnlp
此れ,が,なる,jnlp
精度,が,低下する,jnlp
つ,に,なる,jnlp
句,に,基づく,jnlp
モデル,が,なる,jnlp
主流,に,なる,jnlp
度,に,基づく,jnlp
調査,を,行う,jnlp
コーパス,で,行なわない,jnlp
調査,を,行なわない,jnlp
sampson,が,行う,jnlp
調査,を,行う,jnlp
こと,に,起因する,jnlp
結果,を,示す,jnlp
4,に,示す,jnlp
スタック,に,積まれる,jnlp
頻度,を,意味する,jnlp
文,で,積む,jnlp
数,を,する,jnlp
数,と,する,jnlp
頻度,を,意味する,jnlp
形式,が,なる,jnlp
数,を,数える,jnlp
構造,に,なる,jnlp
数値,を,ふり直す,jnlp
こと,で,数え上げる,jnlp
結果,と,似る,jnlp
こと,が,分かる,jnlp
9,を,越える,jnlp
文,が,存在する,jnlp
こと,が,なる,jnlp
気,に,なる,jnlp
方法,で,計数する,jnlp
結果,を,示す,jnlp
5,に,示す,jnlp
こと,が,分かる,jnlp
モデル,を,用いる,jnlp
モデル,を,比較する,jnlp
次数,が,混在する,jnlp
精度,を,持つ,jnlp
節,で,述べる,jnlp
事例,を,踏まえる,jnlp
パラメーター,を,利用する,jnlp
こと,が,望まれる,jnlp
進展,に,伴う,jnlp
向上,が,期待出来る,jnlp
検討,を,要する,jnlp
多様性,を,確保する,jnlp
児童書,に,特化する,jnlp
サービス,を,展開する,jnlp
懸賞,を,かける,jnlp
こと,で,集める,jnlp
レビュー,を,集める,jnlp
ユーザー,に,入力する,jnlp
年齢,を,入力する,jnlp
子供,に,読まれる,jnlp
収集,を,行う,jnlp
推薦,を,する,jnlp
本,に,得られる,jnlp
レビュー,が,得られる,jnlp
理論,を,する,jnlp
基,に,する,jnlp
展開,を,表現する,jnlp
手法,を,用いる,jnlp
文章,を,処理する,jnlp
解析,に,立ち入らず,jnlp
構造,を,生成する,jnlp
欠点,を,補う,jnlp
利点,で,補う,jnlp
解析,を,行う,jnlp
例,を,示す,jnlp
machine,を,用いる,jnlp
こと,を,実証する,jnlp
有効性,を,示す,jnlp
文書,を,考慮する,jnlp
素性,を,用いる,jnlp
こと,で,向上する,jnlp
精度,が,向上する,jnlp
こと,が,分かる,jnlp
情報源,から,得る,jnlp
文書,を,する,jnlp
対象,と,する,jnlp
文,を,する,jnlp
単位,と,する,jnlp
こと,が,分かる,jnlp
テキスト,に,付随する,jnlp
情報,が,存在する,jnlp
情報,を,用いる,jnlp
テキスト,を,用いる,jnlp
画像,を,検索する,jnlp
文,を,生成する,jnlp
情報,を,用いる,jnlp
こと,で,向上させる,jnlp
性能,を,向上させる,jnlp
情報,を,入力する,jnlp
認識,を,提案する,jnlp
独立性,が,考えられる,jnlp
制約,を,用いる,jnlp
関係,を,捉える,jnlp
機構,を,提案する,jnlp
情報,を,反映する,jnlp
語順,を,規定する,jnlp
木,に,基づく,jnlp
情報,を,利用する,jnlp
分析,を,採用する,jnlp
表現,を,収集する,jnlp
判断,が,なる,jnlp
必要,と,なる,jnlp
手間,が,掛かる,jnlp
候補,と,なる,jnlp
モデル,に,定義される,jnlp
モデル,が,定義される,jnlp
λ,が,定義される,jnlp
其れ,を,する,jnlp
ネット,から,抽出する,jnlp
事例,を,用いる,jnlp
基,に,準備する,jnlp
方法,を,用いる,jnlp
違和感,が,ある,jnlp
意味,を,判定する,jnlp
理由,に,着目する,jnlp
付け,が,なされる,jnlp
行動,が,行われる,jnlp
こと,を,見出だす,jnlp
こと,を,報告する,jnlp
理由,を,捉える,jnlp
手法,を,用いる,jnlp
実験,を,行う,jnlp
論文,で,提案する,jnlp
比較,を,行う,jnlp
1,を,含む,jnlp
窓,に,含む,jnlp
3,を,移動平均する,jnlp
1,が,結び付く,jnlp
部分,に,結び付く,jnlp
つ,と,考えられる,jnlp
平均,を,取る,jnlp
末尾,へ,向かう,jnlp
平均,を,取る,jnlp
仕組み,が,ある,jnlp
訓練データ,から,生成される,jnlp
事例,が,生成される,jnlp
肉,を,食べない,jnlp
肉,を,食べない,jnlp
状況,に,なる,jnlp
トーナメント,を,組む,jnlp
文節,が,妨害しない,jnlp
決定,を,妨害しない,jnlp
解析,を,する,jnlp
手法,で,選択される,jnlp
訳,を,得る,jnlp
全文,を,用いる,jnlp
オラクル,と,する,jnlp
結果,を,する,jnlp
フレーズ,と,する,jnlp
木,に,基づく,jnlp
解析,を,行う,jnlp
物,を,取り除く,jnlp
こと,を,述べる,jnlp
節,で,述べる,jnlp
文,を,含まない,jnlp
頻度,を,扱う,jnlp
条件,を,揃える,jnlp
タスク,を,持つ,jnlp
技術,を,利用する,jnlp
精度,に,出来る,jnlp
付与,が,出来る,jnlp
辞書,に,登録される,jnlp
分割,が,誤る,jnlp
目的,で,利用される,jnlp
カテゴリー,を,する,jnlp
参考,に,する,jnlp
階層,と,とれる,jnlp
対応,が,とれる,jnlp
器,が,作る,jnlp
属性,を,設定する,jnlp
精度,が,落ちる,jnlp
対象外,と,する,jnlp
属性,に,対応する,jnlp
例,を,示す,jnlp
手法,で,設定する,jnlp
対応表,を,示す,jnlp
%,が,分類される,jnlp
属性,に,分類される,jnlp
割合,を,示す,jnlp
5,に,示す,jnlp
例,を,示す,jnlp
